Land;Postleitzahl;Zusatzzahl;Ort;Amtliche Gemeindeverzeichnis ID
CH;4105;0;Biel-Benken BL;0
CH;4106;0;Therwil;0
CH;4106;47;Therwil Shell;0
CH;4106;60;Therwil Zustellung;0
CH;4107;0;Ettingen;0
CH;4108;0;Witterswil;0
CH;4112;0;BÑttwil-FlÅh;0
CH;4112;1;BÑttwil;0
CH;4112;2;FlÅh;0
CH;4114;0;Hofstetten SO;0
CH;4115;0;Mariastein;0
CH;4116;0;Metzerlen;0
CH;4117;0;Burg im Leimental;0
CH;4118;0;Rodersdorf;0
CH;4123;0;Allschwil;0
CH;4123;1;Allschwil 1;0
CH;4123;2;Allschwil 2;0
CH;4123;60;Allschwil Zust;0
CH;4124;0;Schînenbuch;0
CH;4125;0;Riehen;0
CH;4125;1;Riehen 1;0
CH;4125;2;Riehen 2;0
CH;4125;60;Riehen 1 Zust;0
CH;4126;0;Bettingen;0
CH;4127;0;Birsfelden;0
CH;4127;60;Birsfelden Zust;0
CH;4132;0;Muttenz;0
CH;4132;1;Muttenz 1;0
CH;4132;2;Muttenz 2;0
CH;4132;60;Muttenz 1 Zust;0
CH;4133;0;Pratteln;0
CH;4133;1;Pratteln 1;0
CH;4133;2;Pratteln 2;0
CH;4133;60;Pratteln 1 Zust;0
CH;4133;89;Pratteln SPI;0
CH;4142;0;MÅnchenstein;0
CH;4142;1;MÅnchenstein 1;0
CH;4142;3;MÅnchenstein 3;0
CH;4142;60;MÅnchenstein 1 Zus;0
CH;4143;0;Dornach;0
CH;4143;1;Dornach 1;0
CH;4143;2;Dornach 2;0
CH;4144;0;Arlesheim;0
CH;4144;60;Arlesheim Zust;0
CH;4144;80;Arlesheim Hub;0
CH;4145;0;Gempen;0
CH;4146;0;Hochwald;0
CH;4147;0;Aesch BL;0
CH;4148;0;Pfeffingen;0
CH;4153;0;Reinach BL;0
CH;4153;1;Reinach BL 1;0
CH;4153;2;Reinach BL 2;0
CH;4153;60;Reinach BL Zust;0
CH;4202;0;Duggingen;0
CH;4203;0;Grellingen;0
CH;4204;0;Himmelried;0
CH;4204;76;Himmelried Pauto;0
CH;4206;0;Seewen SO;0
CH;4207;0;Bretzwil;0
CH;4208;0;Nunningen;0
CH;4222;0;Zwingen;0
CH;4223;0;Blauen;0
CH;4224;0;Nenzlingen;0
CH;4225;0;Brislach;0
CH;4226;0;Breitenbach;0
CH;4227;0;BÅsserach;0
CH;4228;0;Erschwil;0
CH;4229;0;Beinwil SO;0
CH;4232;0;Fehren;0
CH;4233;0;Meltingen;0
CH;4234;0;Zullwil;0
CH;4242;0;Laufen;0
CH;4242;60;Laufen Zustellung;0
CH;4243;0;Dittingen;0
CH;4244;0;Rîschenz;0
CH;4245;0;KleinlÅtzel;0
CH;4246;0;Wahlen b. Laufen;0
CH;4247;0;Grindel;0
CH;4252;0;BÑrschwil;0
CH;4252;1;BÑrschwil Dorf;0
CH;4253;0;Liesberg;0
CH;4254;0;Liesberg Dorf;0
CH;4302;0;Augst BL;0
CH;4303;0;Kaiseraugst;0
CH;4303;3;Kaiseraugst Lieb.;0
CH;4304;0;Giebenach;0
CH;4305;0;Olsberg;0
CH;4310;0;Rheinfelden;0
CH;4310;1;Rheinfelden 1;0
CH;4310;2;Rheinfelden 2;0
CH;4310;47;Rheinfelden SBB;0
CH;4310;60;Rheinfelden 1 Zust;0
CH;4310;76;Rheinfelden PAuto;0
CH;4310;89;Rheinfelden SPI;0
CH;4312;0;Magden;0
CH;4313;0;Mîhlin;0
CH;4313;60;Mîhlin Zustellung;0
CH;4314;0;Zeiningen;0
CH;4315;0;Zuzgen;0
CH;4316;0;Hellikon;0
CH;4317;0;Wegenstetten;0
CH;4322;0;Mumpf;0
CH;4323;0;Wallbach;0
CH;4324;0;Obermumpf;0
CH;4325;0;Schupfart;0
CH;4332;0;Stein AG;0
CH;4333;0;MÅnchwilen AG;0
CH;4334;0;Sisseln AG;0
CH;4402;0;Frenkendorf;0
CH;4410;0;Liestal;0
CH;4410;47;Liestal SBB;0
CH;4410;60;Liestal Zustellung;0
CH;4410;70;Liestal Dist Fil;0
CH;4410;75;Liestal Kaserne;0
CH;4411;0;Seltisberg;0
CH;4412;0;Nuglar;0
CH;4413;0;BÅren SO;0
CH;4414;0;FÅllinsdorf;0
CH;4414;60;FÅllinsdorf Zust;0
CH;4415;0;Lausen;0
CH;4415;60;Lausen Zustellung;0
CH;4416;0;Bubendorf;0
CH;4416;60;Bubendorf Zust;0
CH;4417;0;Ziefen;0
CH;4418;0;Reigoldswil;0
CH;4419;0;Lupsingen;0
CH;4421;0;St. Pantaleon;0
CH;4422;0;Arisdorf;0
CH;4423;0;Hersberg;0
CH;4424;0;Arboldswil;0
CH;4425;0;Titterten;0
CH;4426;0;Lauwil;0
CH;4431;0;Bennwil;0
CH;4432;0;Lampenberg;0
CH;4433;0;Ramlinsburg;0
CH;4434;0;Hîlstein;0
CH;4435;0;Niederdorf;0
CH;4436;0;Oberdorf BL;0
CH;4436;2;Liedertswil;0
CH;4437;0;Waldenburg;0
CH;4438;0;Langenbruck;0
CH;4441;0;ThÅrnen;0
CH;4442;0;Diepflingen;0
CH;4443;0;Wittinsburg;0
CH;4444;0;RÅmlingen;0
CH;4445;0;HÑfelfingen;0
CH;4446;0;Buckten;0
CH;4447;0;KÑnerkinden;0
CH;4448;0;LÑufelfingen;0
CH;4450;0;Sissach;0
CH;4450;60;Sissach Zustellung;0
CH;4451;0;Wintersingen;0
CH;4452;0;Itingen;0
CH;4453;0;Nusshof;0
CH;4455;0;Zunzgen;0
CH;4456;0;Tenniken;0
CH;4457;0;Diegten;0
CH;4458;0;Eptingen;0
CH;4460;0;Gelterkinden;0
CH;4460;60;Gelterkinden Zust;0
CH;4461;0;Bîckten;0
CH;4462;0;Rickenbach BL;0
CH;4463;0;Buus;0
CH;4464;0;Maisprach;0
CH;4465;0;Hemmiken;0
CH;4466;0;Ormalingen;0
CH;4467;0;Rothenfluh;0
CH;4468;0;Kienberg;0
CH;4469;0;Anwil;0
CH;4492;0;Tecknau;0
CH;4493;0;Wenslingen;0
CH;4494;0;Oltingen;0
CH;4495;0;Zeglingen;0
CH;4496;0;Kilchberg BL;0
CH;4497;0;RÅnenberg;0
CH;4500;0;Solothurn;0
CH;4500;1;Solothurn 1;0
CH;4500;47;Solothurn SBB;0
CH;4500;60;Solothurn 1 Zust;0
CH;4501;0;Solothurn;0
CH;4501;68;Solothurn 1 Ann.;0
CH;4502;0;Solothurn;0
CH;4503;0;Solothurn;0
CH;4509;0;Solothurn;0
CH;4512;0;Bellach;0
CH;4512;60;Bellach Zustellung;0
CH;4513;0;Langendorf;0
CH;4514;0;Lommiswil;0
CH;4515;0;Oberdorf SO;0
CH;4515;1;Weissenstein;0
CH;4522;0;RÅttenen;0
CH;4523;0;Niederwil SO;0
CH;4524;0;GÅnsberg;0
CH;4524;2;Balmberg;0
CH;4524;3;Oberbalmberg;0
CH;4525;0;Balm b. GÅnsberg;0
CH;4528;0;Zuchwil;0
CH;4532;0;Feldbrunnen;0
CH;4533;0;Riedholz;0
CH;4534;0;Flumenthal;0
CH;4535;0;Hubersdorf;0
CH;4535;2;Kammersrohr;0
CH;4536;0;Attiswil;0
CH;4537;0;Wiedlisbach;0
CH;4538;0;Oberbipp;0
CH;4539;0;Rumisberg;0
CH;4539;2;Farnern;0
CH;4542;0;Luterbach;0
CH;4543;0;Deitingen;0
CH;4551;0;Derendingen;0
CH;4552;0;Derendingen;0
CH;4552;60;Derendingen Zust;0
CH;4553;0;Subingen;0
CH;4554;0;Etziken;0
CH;4554;2;HÅniken;0
CH;4556;0;Aeschi SO;0
CH;4556;2;Bolken;0
CH;4556;3;BurgÑschi;0
CH;4556;4;Steinhof SO;0
CH;4557;0;Horriwil;0
CH;4558;0;Hersiwil;0
CH;4558;2;Heinrichswil;0
CH;4558;3;Winistorf;0
CH;4562;0;Biberist;0
CH;4563;0;Gerlafingen;0
CH;4563;60;Gerlafingen Zust;0
CH;4564;0;Obergerlafingen;0
CH;4564;1;Zielebach;0
CH;4565;0;Recherswil;0
CH;4566;0;Kriegstetten;0
CH;4566;2;Halten;0
CH;4566;3;Oekingen;0
CH;4571;0;LÅterkofen-Ichert;0
CH;4571;1;LÅterkofen;0
CH;4571;2;Ichertswil;0
CH;4573;0;Lohn-Ammannsegg;0
CH;4574;0;Nennigkofen;0
CH;4574;1;LÅsslingen;0
CH;4576;0;Tscheppach;0
CH;4577;0;Hessigkofen;0
CH;4578;0;Bibern SO;0
CH;4579;0;Gossliwil;0
CH;4581;0;KÅttigkofen;0
CH;4582;0;BrÅgglen;0
CH;4583;0;MÅhledorf SO;0
CH;4583;2;Aetigkofen;0
CH;4584;2;LÅterswil;0
CH;4584;3;GÑchliwil;0
CH;4585;0;Biezwil;0
CH;4586;0;Kyburg-Buchegg;0
CH;4587;0;Aetingen;0
CH;4588;0;Unterramsern;0
CH;4588;1;Brittern;0
CH;4588;2;Oberramsern;0
CH;4600;0;Olten;0
CH;4600;1;Olten 1;0
CH;4600;45;Olten Personal;0
CH;4600;60;Olten 2 Zustellung;0
CH;4601;0;Olten 1 FÑcher;0
CH;4603;0;Olten;0
CH;4609;0;Olten;0
CH;4611;0;HÑrkingen SC;0
CH;4612;0;Wangen b. Olten;0
CH;4613;0;Rickenbach SO;0
CH;4614;0;HÑgendorf;0
CH;4614;60;HÑgendorf Zust;0
CH;4615;0;Allerheiligenberg;0
CH;4616;0;Kappel SO;0
CH;4617;0;Gunzgen;0
CH;4618;0;Boningen;0
CH;4620;0;HÑrkingen PZ;0
CH;4620;70;HÑrkingen Dist Ba;0
CH;4621;49;HÑrkingen SPS DO;0
CH;4621;50;HÑrkingen BZ;0
CH;4621;57;HÑrkingen Briefkl.;0
CH;4621;59;HÑrkingen SPS AG;0
CH;4621;68;HÑrkingen FZ;0
CH;4622;0;Egerkingen;0
CH;4623;0;Neuendorf;0
CH;4624;0;HÑrkingen;0
CH;4625;0;Oberbuchsiten;0
CH;4626;0;Niederbuchsiten;0
CH;4628;0;Wolfwil;0
CH;4629;0;Fulenbach;0
CH;4630;0;HÑrkingen CALL;0
CH;4632;0;Trimbach;0
CH;4632;60;Trimbach Zust;0
CH;4633;0;Hauenstein;0
CH;4634;0;Wisen SO;0
CH;4640;0;HÑrkingen ST PP 1;0
CH;4652;0;Winznau;0
CH;4653;0;Obergîsgen;0
CH;4654;0;Lostorf;0
CH;4655;0;StÅsslingen;0
CH;4655;2;Rohr b. Olten;0
CH;4656;0;Starrkirch-Wil;0
CH;4657;0;Dulliken;0
CH;4658;0;DÑniken SO;0
CH;4663;0;Aarburg;0
CH;4663;60;Aarburg Zust;0
CH;4665;0;Oftringen;0
CH;4665;1;Oftringen 1;0
CH;4665;2;Oftringen 2;0
CH;4665;60;Oftringen 1 Zust;0
CH;4665;72;Oftringen PL Hub;0
CH;4665;74;Oftringen SPN;0
CH;4702;0;Oensingen;0
CH;4702;47;Oensingen SBB;0
CH;4702;60;Oensingen Zust;0
CH;4702;85;Oensingen Hub;0
CH;4703;0;Kestenholz;0
CH;4704;0;Niederbipp;0
CH;4704;2;Wolfisberg;0
CH;4704;60;Niederbipp Zust;0
CH;4710;0;Balsthal;0
CH;4710;60;Balsthal Zust;0
CH;4710;76;Balsthal Postauto;0
CH;4712;0;Laupersdorf;0
CH;4713;0;Matzendorf;0
CH;4714;0;Aedermannsdorf;0
CH;4715;0;Herbetswil;0
CH;4716;0;Welschenrohr;0
CH;4716;1;GÑnsbrunnen;0
CH;4717;0;MÅmliswil;0
CH;4718;0;Holderbank SO;0
CH;4719;0;Ramiswil;0
CH;4800;0;Zofingen;0
CH;4800;40;Zofingen PFinance;0
CH;4800;41;Zofingen PF 368-2;0
CH;4800;45;Zofingen 3 Kudi PK;0
CH;4800;47;Zofingen SBB;0
CH;4800;48;Zofingen B&V GK;0
CH;4800;49;Zofingen PF 368-1;0
CH;4800;60;Zofingen Zust;0
CH;4801;0;Zofingen;0
CH;4802;0;Strengelbach;0
CH;4803;0;Vordemwald;0
CH;4805;0;Brittnau;0
CH;4806;0;Wikon;0
CH;4807;40;Zofingen PF;0
CH;4808;40;Zofingen PF;0
CH;4809;0;Zofingen PF;0
CH;4809;1;Zofingen PF UBS;0
CH;4812;0;MÅhlethal;0
CH;4813;0;Uerkheim;0
CH;4814;0;Bottenwil;0
CH;4852;0;Rothrist;0
CH;4852;60;Rothrist Zust;0
CH;4853;0;Murgenthal;0
CH;4853;2;Riken AG;0
CH;4856;0;GlashÅtten;0
CH;4900;0;Langenthal;0
CH;4900;1;Langenthal 1;0
CH;4900;60;Langenthal 1 Zust;0
CH;4901;0;Langenthal;0
CH;4902;0;Langenthal;0
CH;4911;0;SchwarzhÑusern;0
CH;4912;0;Aarwangen;0
CH;4913;0;Bannwil;0
CH;4914;0;Roggwil BE;0
CH;4915;0;St. Urban;0
CH;4916;0;Untersteckholz;0
CH;4917;0;Melchnau;0
CH;4917;2;Busswil b.Melchnau;0
CH;4919;0;Reisiswil;0
CH;4922;0;BÅtzberg;0
CH;4922;2;Thunstetten;0
CH;4923;0;Wynau;0
CH;4924;0;Obersteckholz;0
CH;4932;0;Lotzwil;0
CH;4932;2;Gutenburg;0
CH;4933;0;RÅtschelen;0
CH;4934;0;Madiswil;0
CH;4935;0;Leimiswil;0
CH;4936;0;Kleindietwil;0
CH;4937;0;Ursenbach;0
CH;4938;0;Rohrbach;0
CH;4938;2;Rohrbachgraben;0
CH;4942;0;Walterswil BE;0
CH;4943;0;Oeschenbach;0
CH;4944;0;Auswil;0
CH;4950;0;Huttwil;0
CH;4950;60;Huttwil Zustellung;0
CH;4952;0;Eriswil;0
CH;4953;0;Schwarzenbach BE;0
CH;4954;0;Wyssachen;0
CH;4955;0;Gondiswil;0
CH;5000;0;Aarau;0
CH;5000;1;Aarau 1;0
CH;5000;3;Aarau 3;0
CH;5000;60;Aarau 1 Zustellung;0
CH;5000;75;Aarau Kaserne;0
CH;5000;76;Aarau Postauto AG;0
CH;5001;0;Aarau 1 FÑcher;0
CH;5004;0;Aarau;0
CH;5010;80;DÑniken PZ;0
CH;5012;0;Schînenwerd;0
CH;5012;3;Wîschnau;0
CH;5012;4;Eppenberg;0
CH;5012;60;Schînenwerd Zust;0
CH;5013;0;Niedergîsgen;0
CH;5014;0;Gretzenbach;0
CH;5015;0;Erlinsbach SO;0
CH;5017;0;Barmelweid;0
CH;5018;0;Erlinsbach;0
CH;5022;0;Rombach;0
CH;5023;0;Biberstein;0
CH;5024;0;KÅttigen;0
CH;5025;0;Asp;0
CH;5026;0;DensbÅren;0
CH;5027;0;Herznach;0
CH;5028;0;Ueken;0
CH;5032;0;Aarau Rohr;0
CH;5033;0;Buchs AG;0
CH;5033;60;Buchs AG Zust;0
CH;5034;0;Suhr;0
CH;5034;60;Suhr Zustellung;0
CH;5035;0;Unterentfelden;0
CH;5036;0;Oberentfelden;0
CH;5036;60;Oberentfelden Zust;0
CH;5037;0;Muhen;0
CH;5040;0;Schîftland;0
CH;5042;0;Hirschthal;0
CH;5043;0;Holziken;0
CH;5044;0;Schlossrued;0
CH;5046;0;Schmiedrued-Walde;0
CH;5046;1;Schmiedrued;0
CH;5046;2;Walde AG;0
CH;5053;0;Staffelbach;0
CH;5053;2;Wittwil;0
CH;5054;0;Kirchleerau-Moosle;0
CH;5054;1;Kirchleerau;0
CH;5054;2;Moosleerau;0
CH;5056;0;Attelwil;0
CH;5057;0;Reitnau;0
CH;5058;0;Wiliberg;0
CH;5062;0;Oberhof;0
CH;5063;0;Wîlflinswil;0
CH;5064;0;Wittnau;0
CH;5070;0;Frick;0
CH;5070;60;Frick Zustellung;0
CH;5072;0;Oeschgen;0
CH;5073;0;Gipf-Oberfrick;0
CH;5074;0;Eiken;0
CH;5075;0;Hornussen;0
CH;5076;0;Bîzen;0
CH;5077;0;Elfingen;0
CH;5078;0;Effingen;0
CH;5079;0;Zeihen;0
CH;5080;0;Laufenburg;0
CH;5082;0;Kaisten;0
CH;5083;0;Ittenthal;0
CH;5084;0;Rheinsulz;0
CH;5085;0;Sulz AG;0
CH;5102;0;Rupperswil;0
CH;5103;0;Wildegg;0
CH;5103;2;Mîriken AG;0
CH;5105;0;Auenstein;0
CH;5106;0;Veltheim AG;0
CH;5107;0;Schinznach Dorf;0
CH;5108;0;Oberflachs;0
CH;5112;0;Thalheim AG;0
CH;5113;0;Holderbank AG;0
CH;5116;0;Schinznach Bad;0
CH;5200;0;Brugg AG;0
CH;5200;1;Brugg AG 1;0
CH;5200;3;Brugg AG 3;0
CH;5200;47;Brugg Bahnhof SBB;0
CH;5200;60;Brugg AG 1 Zust;0
CH;5200;70;Brugg AG Dist Fil;0
CH;5200;75;Brugg AG Kaserne;0
CH;5201;0;Brugg AG;0
CH;5210;0;Windisch;0
CH;5212;0;Hausen AG;0
CH;5213;0;Villnachern;0
CH;5222;0;Umiken;0
CH;5223;0;Riniken;0
CH;5224;0;Unterbîzberg;0
CH;5224;2;Gallenkirch;0
CH;5224;3;Linn;0
CH;5225;0;Oberbîzberg;0
CH;5232;0;Villigen PSI;0
CH;5233;0;Stilli;0
CH;5234;0;Villigen;0
CH;5235;0;RÅfenach AG;0
CH;5236;0;Remigen;0
CH;5237;0;Mînthal;0
CH;5242;0;Birr-Lupfig;0
CH;5242;1;Birr;0
CH;5242;2;Lupfig;0
CH;5242;60;Birr-Lupfig Zust;0
CH;5243;0;MÅlligen;0
CH;5244;0;Birrhard;0
CH;5245;0;Habsburg;0
CH;5246;0;Scherz;0
CH;5272;0;Gansingen;0
CH;5273;0;Oberhofen AG;0
CH;5274;0;Mettau;0
CH;5275;0;Etzgen;0
CH;5276;0;Wil AG;0
CH;5277;0;Hottwil;0
CH;5300;0;Turgi;0
CH;5301;0;Siggenthal Station;0
CH;5303;0;WÅrenlingen;0
CH;5304;0;Endingen;0
CH;5305;0;Unterendingen;0
CH;5306;0;Tegerfelden;0
CH;5312;0;Dîttingen;0
CH;5312;60;Dîttingen Zust;0
CH;5313;0;Klingnau;0
CH;5314;0;Kleindîttingen;0
CH;5315;0;Bîttstein;0
CH;5316;0;Leuggern;0
CH;5316;2;Felsenau AG;0
CH;5317;0;Hettenschwil;0
CH;5318;0;Mandach;0
CH;5322;0;Koblenz;0
CH;5323;0;Rietheim;0
CH;5324;0;Full-Reuenthal;0
CH;5325;0;Leibstadt;0
CH;5326;0;Schwaderloch;0
CH;5330;0;Bad Zurzach;0
CH;5332;0;Rekingen AG;0
CH;5333;0;Baldingen;0
CH;5334;0;Bîbikon;0
CH;5400;0;Baden;0
CH;5400;1;Baden 1;0
CH;5400;60;Baden 1 Zustellung;0
CH;5400;74;Baden 1 PAD;0
CH;5400;80;Baden IM;0
CH;5401;0;Baden;0
CH;5402;0;Baden;0
CH;5404;0;Baden;0
CH;5405;0;Baden;0
CH;5405;1;Baden TÑfern;0
CH;5405;2;DÑttwil AG;0
CH;5405;47;Baden B&V GK 2;0
CH;5405;48;Baden B&V GK;0
CH;5406;0;Baden;0
CH;5406;2;RÅtihof;0
CH;5408;0;Ennetbaden;0
CH;5412;0;Gebenstorf;0
CH;5412;1;Vogelsang AG;0
CH;5413;0;Birmenstorf AG;0
CH;5415;0;Nussbaumen AG;0
CH;5415;1;Hertenstein AG;0
CH;5415;2;Rieden AG;0
CH;5415;60;Nussbaumen AG Zust;0
CH;5416;0;Kirchdorf AG;0
CH;5417;0;Untersiggenthal;0
CH;5420;0;Ehrendingen;0
CH;5423;0;Freienwil;0
CH;5425;0;Schneisingen;0
CH;5426;0;Lengnau AG;0
CH;5430;0;Wettingen;0
CH;5430;1;Wettingen 1;0
CH;5430;2;Wettingen 2;0
CH;5430;3;Wettingen 3;0
CH;5430;60;Wettingen 1 Zust;0
CH;5431;0;Wettingen Sonderd;0
CH;5432;0;Neuenhof;0
CH;5436;0;WÅrenlos;0
CH;5442;0;Fislisbach;0
CH;5443;0;Niederrohrdorf;0
CH;5444;0;KÅnten;0
CH;5445;0;Eggenwil;0
CH;5452;0;Oberrohrdorf;0
CH;5453;0;Remetschwil;0
CH;5454;0;Bellikon;0
CH;5462;0;Siglistorf;0
CH;5463;0;Wislikofen;0
CH;5464;0;RÅmikon AG;0
CH;5465;0;Mellikon;0
CH;5466;0;Kaiserstuhl AG;0
CH;5467;0;Fisibach;0
CH;5502;0;Hunzenschwil;0
CH;5503;0;Schafisheim;0
CH;5504;0;Othmarsingen;0
CH;5505;0;Brunegg;0
CH;5506;0;MÑgenwil;0
CH;5506;70;MÑgenwil Dist Ba;0
CH;5506;71;MÑgenwil GKA;0
CH;5506;73;MÑgenwil HUB;0
CH;5507;0;Mellingen;0
CH;5512;0;Wohlenschwil;0
CH;5522;0;TÑgerig;0
CH;5524;0;Niederwil AG;0
CH;5524;2;Nesselnbach;0
CH;5525;0;Fischbach-Gîslikon;0
CH;5600;0;Lenzburg;0
CH;5600;1;Lenzburg 1;0
CH;5600;2;Lenzburg 2;0
CH;5600;3;Ammerswil AG;0
CH;5600;47;Lenzburg SBB;0
CH;5600;60;Lenzburg Zust;0
CH;5601;0;Lenzburg Sonderdst;0
CH;5603;0;Staufen;0
CH;5604;0;Hendschiken;0
CH;5605;0;Dottikon;0
CH;5605;60;Dottikon Zust;0
CH;5606;0;Dintikon;0
CH;5607;0;HÑgglingen;0
CH;5608;0;Stetten AG;0
CH;5610;0;Wohlen AG;0
CH;5610;1;Wohlen AG 1;0
CH;5610;2;Wohlen AG 2;0
CH;5610;60;Wohlen AG 1 Zust;0
CH;5610;70;Dintikon LCD;0
CH;5611;0;Anglikon;0
CH;5612;0;Villmergen;0
CH;5613;0;Hilfikon;0
CH;5614;0;Sarmenstorf;0
CH;5615;0;Fahrwangen;0
CH;5616;0;Meisterschwanden;0
CH;5617;0;Tennwil;0
CH;5618;0;Bettwil;0
CH;5619;0;BÅttikon AG;0
CH;5619;2;Uezwil;0
CH;5620;0;Bremgarten AG;0
CH;5620;1;Bremgarten AG 1;0
CH;5620;2;Bremgarten AG 2;0
CH;5620;60;Bremgarten 1 Zust;0
CH;5620;75;Bremgarten AG Kas;0
CH;5621;0;Zufikon;0
CH;5622;0;Waltenschwil;0
CH;5623;0;Boswil;0
CH;5624;0;BÅnzen;0
CH;5624;2;WaldhÑusern AG;0
CH;5625;0;Kallern;0
CH;5626;0;Hermetschwil-Staff;0
CH;5627;0;BesenbÅren;0
CH;5628;0;Aristau;0
CH;5630;0;Muri AG;0
CH;5630;60;Muri AG Zustellung;0
CH;5632;0;Buttwil;0
CH;5634;0;Merenschwand;0
CH;5636;0;Benzenschwil;0
CH;5637;0;Beinwil (Freiamt);0
CH;5637;2;Geltwil;0
CH;5642;0;MÅhlau;0
CH;5643;0;Sins;0
CH;5643;2;Alikon;0
CH;5643;3;Meienberg;0
CH;5644;0;Auw;0
CH;5645;0;Aettenschwil;0
CH;5645;2;Fenkrieden;0
CH;5646;0;Abtwil AG;0
CH;5647;0;OberrÅti;0
CH;5702;0;Niederlenz;0
CH;5703;0;Seon;0
CH;5703;60;Seon Zustellung;0
CH;5704;0;Egliswil;0
CH;5705;0;Hallwil;0
CH;5706;0;Boniswil;0
CH;5707;0;Seengen;0
CH;5708;0;Birrwil;0
CH;5712;0;Beinwil am See;0
CH;5722;0;GrÑnichen;0
CH;5722;60;GrÑnichen Zust;0
CH;5723;0;Teufenthal AG;0
CH;5724;0;DÅrrenÑsch;0
CH;5725;0;Leutwil;0
CH;5726;0;Unterkulm;0
CH;5726;60;Unterkulm Zust;0
CH;5727;0;Oberkulm;0
CH;5728;0;Gontenschwil;0
CH;5732;0;Zetzwil;0
CH;5733;0;Leimbach AG;0
CH;5734;0;Reinach AG;0
CH;5734;60;Reinach AG Zust;0
CH;5735;0;Pfeffikon LU;0
CH;5736;0;Burg AG;0
CH;5737;0;Menziken;0
CH;5742;0;Kîlliken;0
CH;5745;0;Safenwil;0
CH;5746;0;Walterswil SO;0
CH;6000;0;Luzern;0
CH;6000;1;Luzern 1 Annahme;0
CH;6000;2;Luzern 2;0
CH;6000;4;Luzern 4;0
CH;6000;5;Luzern 5;0
CH;6000;6;Luzern 6;0
CH;6000;7;Luzern 7;0
CH;6000;10;Luzern 10;0
CH;6000;11;Luzern 11;0
CH;6000;14;Luzern 14;0
CH;6000;15;Luzern 15;0
CH;6000;16;Luzern 16;0
CH;6000;30;Luzern 30 AAL;0
CH;6000;31;Luzern 31;0
CH;6000;47;Luzern Bahnhof SBB;0
CH;6000;48;Luzern 1 PF;0
CH;6000;60;Luzern Zust;0
CH;6000;75;Luzern Kaserne;0
CH;6000;76;Luzern Postauto;0
CH;6002;2;Luzern;0
CH;6002;46;Luzern Uni PG;0
CH;6003;0;Luzern;0
CH;6004;0;Luzern;0
CH;6005;0;Luzern;0
CH;6005;2;St. Niklausen LU;0
CH;6006;0;Luzern;0
CH;6007;0;Luzern;0
CH;6008;0;Luzern;0
CH;6009;0;Luzern;0
CH;6010;0;Kriens;0
CH;6010;1;Kriens 1;0
CH;6010;2;Pilatus Kulm;0
CH;6010;3;Kriens 2 Sternmatt;0
CH;6010;4;Kriens 2;0
CH;6010;50;Kriens LZB;0
CH;6010;60;Kriens 2 Zust;0
CH;6010;81;Kriens PF KD LU 2;0
CH;6011;0;Kriens;0
CH;6012;0;Obernau;0
CH;6013;0;Eigenthal;0
CH;6014;0;Luzern;0
CH;6015;0;Luzern;0
CH;6015;60;Luzern R'bÅhl Zust;0
CH;6016;0;HellbÅhl;0
CH;6017;0;Ruswil;0
CH;6017;60;Ruswil Zustellung;0
CH;6018;0;Buttisholz;0
CH;6019;0;Sigigen;0
CH;6020;0;EmmenbrÅcke;0
CH;6020;1;EmmenbrÅcke 1;0
CH;6020;2;EmmenbrÅcke 2;0
CH;6020;3;EmmenbrÅcke 3;0
CH;6020;11;EmmenbrÅcke SB;0
CH;6020;60;EmmenbrÅcke 1 Zust;0
CH;6021;0;EmmenbrÅcke 1;0
CH;6022;0;Grosswangen;0
CH;6023;0;Rothenburg;0
CH;6023;60;Rothenburg Zust;0
CH;6023;70;Rothenburg DIST BA;0
CH;6024;0;Hildisrieden;0
CH;6025;0;Neudorf;0
CH;6026;0;Rain;0
CH;6027;0;Rîmerswil LU;0
CH;6028;0;Herlisberg;0
CH;6030;0;Ebikon;0
CH;6030;60;Ebikon Zustellung;0
CH;6031;0;Ebikon;0
CH;6032;0;Emmen;0
CH;6032;60;Emmen Zustellung;0
CH;6032;75;Emmen Kaserne;0
CH;6033;0;Buchrain;0
CH;6034;0;Inwil;0
CH;6035;0;Perlen;0
CH;6036;0;Dierikon;0
CH;6037;0;Root;0
CH;6037;60;Root Zustellung;0
CH;6038;0;Gisikon;0
CH;6038;2;Honau;0
CH;6039;0;Root LÑngenbold;0
CH;6039;5;Root LÑngenbold SH;0
CH;6042;0;Dietwil;0
CH;6043;0;Adligenswil;0
CH;6043;60;Adligenswil Zust;0
CH;6044;0;Udligenswil;0
CH;6045;0;Meggen;0
CH;6045;60;Meggen Zustellung;0
CH;6047;0;Kastanienbaum;0
CH;6048;0;Horw;0
CH;6052;0;Hergiswil NW;0
CH;6052;60;Hergiswil NW Zust;0
CH;6053;0;Alpnachstad;0
CH;6055;0;Alpnach Dorf;0
CH;6055;60;Alpnach Zustellung;0
CH;6056;0;KÑgiswil;0
CH;6060;0;Sarnen;0
CH;6060;1;Sarnen 1;0
CH;6060;2;Ramersberg;0
CH;6060;3;Sarnen 2 BÅntenp.;0
CH;6060;4;Sarnen 2;0
CH;6060;60;Sarnen 2 Zust;0
CH;6061;0;Sarnen 1;0
CH;6062;0;Wilen (Sarnen);0
CH;6063;0;Stalden (Sarnen);0
CH;6064;0;Kerns;0
CH;6066;0;St. Niklausen OW;0
